Epoch,Average_Loss
364,2.1525230995751508
365,2.152731512218579
366,2.152594177641421
367,2.15273661201718
368,2.1525548807025956
369,2.1530677139419385
370,2.152259816271192
371,2.1525887076740315
372,2.1523025535749234
373,2.151693718211933
374,2.1523772724519175
375,2.151850882194222
376,2.151684949015274
377,2.151557402449103
378,2.152484087349933
379,2.1520988864556183
380,2.151960672325111
381,2.1517750350891056
382,2.1519302028146843
383,2.151359226243744
384,2.151826323376646
385,2.151002378195826
386,2.151828774639819
387,2.15232011158512
388,2.1515405515946187
389,2.1519891502877524
390,2.1518935593358197
391,2.1510150673894053
392,2.152398207523313
393,2.151656348363486
394,2.1516318121721794
395,2.1516217029654565
396,2.151752908737287
397,2.1513417251522235
398,2.151728753275933
399,2.1515554109056945
400,2.1517177192862027
401,2.152174087890548
402,2.1511850517050655
403,2.1513093907177585
404,2.151651633398989
405,2.1509816312953234
406,2.151079322308301
407,2.1513619733525635
408,2.1511713804885404
409,2.151416964788185
410,2.1515277164693103
411,2.1504971356500278
412,2.1512366603065987
413,2.15082806765981
414,2.151548953456534
415,2.151371822403455
416,2.15114073065636
417,2.1500365484015784
418,2.1509230318640378
419,2.1513828388356084
420,2.1506827225962466
421,2.1508937366407763
422,2.1515355027870715
423,2.150195271848144
424,2.150787576037987
425,2.150901381657226
426,2.151593202359722
427,2.1514578531488047
428,2.1507649627459107
429,2.1513659806244005
430,2.150548139893783
431,2.150355502848597
432,2.150755145390534
433,2.151375018062194
434,2.1504288819464192
435,2.150618032763905
436,2.150050188098267
437,2.1500962797158225
438,2.1502232941538457
439,2.150908910714131
440,2.1507839624889526
441,2.150701021855851
442,2.1507224095649207
443,2.1506253599209386
444,2.1505865939698796
445,2.1503643745637877
446,2.1499600794113323
447,2.1493708299237357
448,2.1501327982852243
449,2.1511016755509256
450,2.150706776770396
451,2.1495353387107583
452,2.1503387574754735
453,2.150656872559905
454,2.150695112449767
455,2.1497868469408243
456,2.150022219614618
457,2.1504169703091196
458,2.151122275093899
459,2.150236256295457
460,2.1499697591233877
461,2.150468948182102
462,2.1505570899837885
463,2.150575709797598
464,2.1503341437277728
465,2.150153906863579
466,2.1502893930985993
467,2.150114910601382
468,2.1501680578273072
469,2.150456582143179
470,2.151008912136936
471,2.1502463853184213
472,2.1504910900842487
473,2.150004661264616
474,2.149911469816456
475,2.149866348862079
476,2.1499203314471487
477,2.1492814829654328
478,2.150245119472669
479,2.1499988547817015
480,2.1501065303370903
481,2.150048426127133
482,2.1504002247706917
483,2.1498417098049045
484,2.150256087197356
485,2.150316360768828
486,2.150162429313984
487,2.149908060553075
488,2.149529129291805
489,2.150470554367616
490,2.149347665844976
491,2.1502681866454534
492,2.148758726990264
493,2.1501832700657184
494,2.149599312381729
495,2.1497363996142194
496,2.1494686691778515
497,2.1493754477352924
498,2.149870368370092
499,2.14927517856697
500,2.150041237492103
